id,key,udi,name,contentTypeAlias,published,hasPublishedVersion,createDate,updateDate,parentId,sortOrder,urls,orderID,title,access,badge,code,description,expandedDescription,hidden,hideDownload,hidePlay,length,metaDescription,metaTitle,openWebContentFromList,openWebContentInNewWindows,production,productionLink,productLink,purchasePrice,rawFile,rentalPrice,siteMapOption,tags,thumbnail,trailer,type,videoDownloadURL,videoID,videoSize,videoStatus,videoThumbnailURL,webContentURL,year
43127,5197f1d3-9e94-4619-9449-ce69c0f87b74,umb://document/5197f1d39e9446199449ce69c0f87b74,ABC,media,true,true,2021-04-16 09:21:45,2024-01-15 23:02:06,42571,4,/torben-chris/shows/abc/,0,ABC,58,,,"<h2>Stream Torben Chris' ABC - lej eller køb online</h2>
I showet kaster Torben Chris sit altid kritiske blik på hverdagens finurlige observationer og betragter dem gennem sine logiske briller. For som man også har kunnet se i tv, er Torben Chris meget optaget af, om ting giver mening. Gør de ikke det, kommer de en tur igennem Chris-maskinen og kommer ud i den anden ende som jokes med kant og skarpe holdninger.
Her kan du blandt andet se, hvad han mener om ""mobningen"" af Lars Løkke.",,0,0,0,150,,,0,0,,,,39,,29,,"ABC,Torben Chris,Comedy,Stand-up","{""focalPoint"":{""left"":0.5,""top"":0.5},""src"":""/media/3209/tc_abc_web_ikon-628x890.jpeg"",""crops"":[{""alias"":""Wide"",""width"":1920,""height"":1080},{""alias"":""High"",""width"":650,""height"":920}]}",,73,https://videodelivery.net/2015e3a68e353c33cd9e1c8b6b4cda7e/downloads/default.mp4,2015e3a68e353c33cd9e1c8b6b4cda7e,1698497254,ready,https://videodelivery.net/2015e3a68e353c33cd9e1c8b6b4cda7e/thumbnails/thumbnail.jpg,,2019
44290,9692937e-ea1e-4234-8227-5d67b6d46dea,umb://document/9692937eea1e423482275d67b6d46dea,Rage Against The Mainstream,media,true,true,2021-04-28 08:27:26,2024-01-15 23:02:29,42571,5,/torben-chris/shows/rage-against-the-mainstream/,1,Rage Against The Mainstream,58,,,"<h2>Stream Torben Chris' Rage Against the Mainstream - lej eller køb online</h2>
I 2018 slår nogle af tidens mest toneangivende komikere sig sammen og begiver sig ud i landet med et stand-up-show der ikke kan beskrives som andet et frontalangreb på det danske samfund. 
Torben Chris, Martin Nørgaard, Morten Wichmann og Michael Schøt har hver især gjort satiren til deres spidskompetence, så hvis du bare synes at alt i Danmark er helt perfekt, så skal du nok holde dig væk, når Rage Against.",,0,0,0,210,,,0,0,,,,39,,29,,"Martin Nørgaard,Torben Chris,Rage Against The Mainstream,Michael Schøt,Morten Wichmann,Comedy,Stand-up","{""focalPoint"":{""left"":0.5,""top"":0.5},""src"":""/media/3302/ratm-facing.jpg"",""crops"":[{""alias"":""Wide"",""width"":1920,""height"":1080},{""alias"":""High"",""width"":650,""height"":920}]}",,73,https://videodelivery.net/8b4502350628dd76198fc7be2a9ca503/downloads/default.mp4,8b4502350628dd76198fc7be2a9ca503,1903051099,ready,https://videodelivery.net/8b4502350628dd76198fc7be2a9ca503/thumbnails/thumbnail.jpg,,2018
42574,23d9bbd8-d555-421d-959a-b41a04749f74,umb://document/23d9bbd8d555421d959ab41a04749f74,Jydelogik,media,true,true,2021-04-10 10:46:44,2024-01-15 23:02:47,42571,0,/torben-chris/shows/jydelogik/,2,Jydelogik ,58,,,"<h2>Stream Torben Chris' Jydelogik - lej eller køb online</h2>
I vores velfærdssamfund har vi ”opfundet” en lang række farer, trends og problemer, som vi accepterer som sandheder, skønt de går stik imod al sund fornuft. Det er “socialt accepteret idioti”, mener Torben Chris og trækker bukserne af samfundet i sit første og forrygende morsomme one-man show JYDELOGIK. I kan godt forberede jer på at grine igennem et show i høj fart, mens I hele tiden vil tænke: ”Men han har jo ret”, og når I forlader salen vil den eneste grund til, at I ikke ønsker Torben Chris som statsminister være, at I allerede glæder jer til hans næste show.",,0,0,0,138,,,0,0,FBI.DK,,,39,,29,,"Jydelogik,Comedy,Stand-up,Torben Chris","{""focalPoint"":{""left"":0.5,""top"":0.5},""src"":""/media/3145/141364_tc_facing_400x556.jpg"",""crops"":[{""alias"":""Wide"",""width"":1920,""height"":1080},{""alias"":""High"",""width"":650,""height"":920}]}",,73,https://videodelivery.net/84559d895a0a0a90af66b1a7d057fe9d/downloads/default.mp4,84559d895a0a0a90af66b1a7d057fe9d,1333439542,ready,https://videodelivery.net/84559d895a0a0a90af66b1a7d057fe9d/thumbnails/thumbnail.jpg,,2015
43014,d9723bcd-400e-44e0-9de9-16b3e73d9bb4,umb://document/d9723bcd400e44e09de916b3e73d9bb4,Men`s Room ,media,true,true,2021-04-15 14:54:47,2021-04-28 11:03:39,42571,3,/torben-chris/shows/men-s-room/,3,Men`s Room ,58,,,tekst,,0,0,0,0,,,1,0,,,,39,,,,,/media/3198/156147_mr1_facing_400x556.jpg,,264,,,,,,https://www.kiibee.dk/fbidk/mens-room/mens-room/,0
43013,61d98fb8-9199-4f17-8a61-07611c18f578,umb://document/61d98fb891994f178a6107611c18f578,Men`s Room 2 ,media,true,true,2021-04-15 14:53:41,2021-04-28 11:03:40,42571,2,/torben-chris/shows/men-s-room-2/,4,Men`s Room 2 ,58,,,tekst,,0,0,0,0,,,1,0,,,,39,,,,,/media/3197/digitalt-coverartwork-v1.jpg,,264,,,,,,https://www.kiibee.dk/fbidk/mens-room/mens-room-2/,0
43012,605b9ad8-c4eb-467f-a36f-ff85d5180904,umb://document/605b9ad8c4eb467fa36fff85d5180904,Men`s Room 3,media,true,true,2021-04-15 14:50:58,2021-04-28 11:03:41,42571,1,/torben-chris/shows/men-s-room-3/,5,Men`s Room 3,58,,,tekst,,0,0,0,0,,,1,0,,,,39,,,,,/media/3196/mens-room-3-400.jpg,,264,,,,,,https://www.kiibee.dk/fbidk/mens-room/men-s-room-3/,0
