id,key,udi,name,title,orderID,hidden,published,hasPublishedVersion,createDate,updateDate,publishDate,releaseDate,removeDate,ownerName,ownerId,updaterName,updaterId,urls,statsEntryCount,statsPlayCount,statsNonPlayCount,firstStatAt,lastStatAt,videoID,videoStatus,videoThumbnailURL,videoDownloadURL,thumbnail,thumbnailCrops,thumbnailWide,thumbnailHigh,year,length,rentalPrice,purchasePrice,tags,description,access,code,metaDescription,metaTitle,type,rawFile,openWebContentInNewWindows,trailer,openWebContentFromList,webContentURL,videoSize,productLink,expandedDescription,production,productionLink,badge,hidePlay,hideDownload,siteMapOption
"16391","378e6893-827c-42e4-93b1-dc6c4ca144aa","umb://document/378e6893827c42e493b1dc6c4ca144aa","Twerk med Twerk Queen","Twerk med Twerk Queen","0","false","true","true","2020-05-29 09:19:06","2020-05-29 09:28:15","","","","","","","","[""/elstudio/twerk/twerk-med-twerk-queen/""]","0","0","0","","","","","","","/media/1895/twerk2.jpg","[{""alias"":""Wide"",""width"":1920,""height"":1080,""url"":""/media/1895/twerk2.jpg?crop=Wide""},{""alias"":""High"",""width"":650,""height"":920,""url"":""/media/1895/twerk2.jpg?crop=High""}]","/media/1895/twerk2.jpg?crop=Wide","/media/1895/twerk2.jpg?crop=High","2020","59","","","Twerk,Danseundervisning","Twerk med Twerk Queen","[""57""]","","","","[""264""]","","false","","false","https://youtu.be/jQQALZdJQcw","","","","ElStudio","","Nyhed","false","false",""
"16388","5699ee55-fe08-4624-9c43-b71fb9d0798f","umb://document/5699ee55fe0846249c43b71fb9d0798f","Twerk with Daniela","Twerk with Daniela","1","false","true","true","2020-05-29 09:12:49","2020-05-29 09:28:15","","","","","","","","[""/elstudio/twerk/twerk-with-daniela/""]","0","0","0","","","","","","","/media/1894/tverk.jpg","[{""alias"":""Wide"",""width"":1920,""height"":1080,""url"":""/media/1894/tverk.jpg?crop=Wide""},{""alias"":""High"",""width"":650,""height"":920,""url"":""/media/1894/tverk.jpg?crop=High""}]","/media/1894/tverk.jpg?crop=Wide","/media/1894/tverk.jpg?crop=High","2020","19","","","Twerk,Danseundervisning","Twerk with Daniela","[""57""]","","","","[""264""]","","false","","false","https://youtu.be/4PwxPHR0lr8","","","","ElStudio","","","false","false",""
